nrep,I3ueta,I3us10,I3u1,I3deta,I3ds10,I3d1,I3seta,I3ss10,I3s1,I3Teta,I3Ts10,I3T1,I4eta,I4s10,I41,I5eta,I5s10,I51
11,8.012322,1.046291,8.027298,-1.916815,0.536150,9.447142,7.571007,-1.447945,8.053730,0.981224,3.060777,5.267531,-1.599159,3.717037,7.184319,0.889803,-5.797562,1.391825
12,-8.088265,-9.621158,-1.207083,5.094238,2.474446,-8.254390,-2.499194,-1.296264,4.048151,-3.882886,6.389978,-5.500796,1.490206,-3.405225,-7.708539,0.301997,2.807290,-1.450903
13,0.863629,3.604352,-2.233165,8.547154,9.124079,2.185391,5.329362,-8.424051,0.311573,2.901267,7.195463,-3.116475,1.330544,6.784435,-6.496735,-5.274910,9.030602,-5.761454
14,2.500600,-8.186028,-8.603853,-3.544658,-3.380381,4.203468,9.192900,-0.902222,6.377811,8.720673,-3.528991,-1.410490,-1.322383,1.288616,7.946761,-1.454002,-0.287243,8.475754
15,-0.096321,-6.742427,7.194623,0.853801,8.498098,-0.067459,-4.974962,9.420195,-8.291860,1.677475,1.937248,0.178843,2.576686,2.008338,-7.662379,-5.118801,6.222997,3.228356
16,-4.094202,-5.333583,9.810594,9.583458,-6.520401,-9.461158,-2.661744,-3.937546,8.446549,-0.106380,5.248440,-4.254440,-2.333381,1.642238,3.833023,1.681043,-2.110199,-0.381709
17,-4.389386,6.357501,6.304333,9.738258,-6.586249,-3.095243,3.765396,2.979373,-3.468968,6.877723,-5.113064,9.149744,4.174232,1.534816,-5.104525,1.574862,-4.989434,-5.400950
18,5.520694,-7.913784,-2.661204,8.117646,-2.779897,-0.212644,7.555853,5.670720,1.353992,-2.542531,-3.415550,6.823980,-1.586335,7.058071,2.728276,-7.380494,8.422972,-1.022858
19,-2.433561,-7.629410,5.250511,-4.568576,5.191402,-0.666833,0.318456,1.828973,5.488861,-4.505527,7.037928,5.016292,1.373010,-1.651546,-0.819650,-3.363807,7.121012,-6.327446
20,-6.955744,9.562442,-1.197882,1.321043,-6.131501,8.885372,4.127595,1.216542,5.516126,7.593982,-6.362878,-6.337470,1.328829,4.095724,-3.161337,-1.889536,-0.784444,0.297386
21,7.218056,1.540457,6.134126,6.449437,3.699993,-3.589936,7.985861,-9.884430,-2.418690,6.290175,-3.980898,2.472013,1.469768,-2.786007,6.603152,1.446690,-8.565680,9.230245
22,6.815111,-3.854923,-9.674331,-1.129803,-7.002664,7.098728,-0.661160,3.167313,-0.327409,-1.260306,9.150145,-5.611760,-4.548104,4.175373,8.509151,3.499469,-7.928685,6.459566
23,-0.556548,9.035382,-7.398782,-2.685024,5.768325,-1.930249,1.096794,-9.900444,4.480979,-2.006467,-1.178904,7.402206,1.949001,-9.885099,1.376947,4.724164,-0.737765,-7.559955
24,-5.291460,-5.126915,4.636065,0.997718,-1.063233,1.009217,1.444422,-8.059171,8.681016,1.670366,8.185633,4.853716,1.875472,-6.446020,2.832739,5.737007,-9.571669,6.037642
25,-5.369582,5.071041,2.757054,8.601774,-4.105028,-3.916863,-9.134262,-1.752921,7.465424,7.585285,-0.131318,-8.724836,4.720633,-5.947096,-7.070578,-1.380201,7.048341,-6.733475
26,-9.511326,4.602156,9.244397,6.393541,8.803399,-4.066739,7.252932,-8.079598,-0.142251,1.460052,5.358657,1.155107,-0.417979,1.288426,4.251132,-7.697077,9.796784,8.172691
27,-4.500791,-0.474034,3.215915,-3.017727,6.600737,8.679381,4.984597,1.386399,0.278070,1.382668,-5.365272,1.261036,-0.481285,-3.533961,4.574450,-0.290348,1.090956,5.339410
28,-7.294924,-7.520349,9.133597,-3.466099,1.116083,-9.229904,-7.650831,8.808042,8.049155,-1.188562,5.018490,-1.273946,2.533724,-4.835875,-6.611482,4.278588,-0.413304,-8.420596
29,-7.056170,9.839807,-2.480606,-2.487631,-2.942801,0.179019,3.468225,-8.039343,5.967691,-8.710830,-1.049039,-2.532082,-3.534099,2.502300,2.078784,-0.926706,0.495056,1.492604
30,-0.860605,-9.291422,-7.501839,5.773032,8.638260,3.230333,4.152633,9.004990,-3.813471,-8.779670,1.647576,0.913348,-4.063946,2.660389,5.353736,0.729686,-4.528799,4.037410
31,-5.412385,-8.810319,8.048554,1.054835,-0.556289,-5.588022,-6.322193,1.799736,4.028641,-1.141609,1.547712,6.566278,-3.401353,9.440790,1.921161,2.339204,-8.268707,6.309594
32,-9.392157,-7.918358,-6.145647,-6.325891,-3.141614,6.094094,-5.026926,-8.946909,5.212809,-7.866465,-5.336903,4.336721,-1.236022,-6.589445,1.056104,3.755829,-1.687104,-3.131272
33,-1.350947,7.301614,0.129920,6.227088,-5.198579,-1.644293,-2.273613,6.786088,-3.938590,9.892167,9.731632,0.793504,2.047641,-5.195868,9.429419,0.523869,-4.764397,9.279212
34,6.394588,-5.679378,-4.473072,0.068732,3.423896,7.943825,7.188749,5.214941,-1.338160,7.874786,-6.259067,-9.643184,-0.948988,-1.331338,5.587557,-0.063455,-0.120742,1.347217
35,-5.479166,8.662542,4.105408,3.999553,-8.519123,0.167559,0.608754,1.764722,-2.199688,6.410244,-6.410631,2.014356,5.035623,-8.451796,-0.002753,-5.581088,7.962298,2.696062
36,9.457831,-9.447383,-8.098103,2.576748,-2.900462,4.519741,-0.759940,3.143808,7.062912,1.809782,3.370296,-8.483180,2.578230,0.098541,-8.788773,-0.571210,-2.564082,8.932224
37,-4.895898,3.311381,-0.144977,7.103024,9.468702,1.405840,-7.803333,8.616637,-9.877872,7.242502,-1.289470,4.740337,5.105397,-7.582619,-3.011472,3.870060,-3.701812,-3.961255
38,4.772066,-4.189422,9.069736,9.048157,5.080653,9.092350,3.609573,-8.191290,1.732829,5.799234,-9.880003,-5.128680,0.488910,-2.219396,4.389341,-2.525150,4.551926,-3.072582
39,-7.434151,1.085030,-6.024358,5.147566,7.624851,-0.888906,5.767565,-5.608349,9.707817,4.708500,2.026808,9.116525,3.860508,-2.543740,-6.551977,6.149038,-9.007092,-3.321229
40,2.784632,-7.103555,5.917455,7.478126,-0.713432,0.720957,8.327693,7.326437,-9.044673,-1.328569,-4.526839,-6.447419,-4.402042,9.618236,8.574292,-7.022183,6.138538,-1.120733
41,0.512740,-6.224111,-6.305346,2.634358,-9.005184,-8.013939,0.713687,-2.067781,2.529661,3.508469,7.030532,3.054510,2.922501,-9.200270,5.852678,-4.548761,9.997934,3.875640
42,0.127478,8.147690,-9.005733,-7.940163,5.671090,9.459910,2.567275,-5.091179,2.186676,-8.166191,9.161627,7.897404,-2.117905,-0.580715,5.749593,5.472602,-7.364061,-5.890647
43,-9.251076,-1.192074,5.888099,-7.772741,5.659126,5.186179,-1.784206,1.224490,-9.434877,5.843251,-1.063332,-2.900121,-0.188573,-0.968474,2.985344,3.904832,-7.853879,6.773020
44,0.755716,-2.594251,5.716968,0.184183,1.424611,-6.833090,-7.742302,9.321497,-2.161754,3.795126,0.828199,-7.857057,1.048309,6.892309,-9.720752,1.786523,-1.209933,-9.884961
45,-0.237947,-6.988221,-6.253993,8.687369,-7.304941,-4.737918,7.640424,6.024588,-4.355156,3.786112,1.756518,-4.787407,-0.020743,-4.650950,8.333884,2.205238,-2.353014,-3.536310
46,-0.401832,-4.610543,-3.859556,0.967298,7.270127,7.150238,0.952202,-5.592580,5.255975,5.619522,2.386123,9.199188,4.985609,-2.148817,-4.350011,-3.357586,5.409678,-2.398487
47,2.496225,1.074821,1.485768,7.545723,-4.233705,-4.367405,-1.933800,5.937935,1.992908,-0.312556,0.718207,7.002180,1.979743,0.822709,-5.305960,-7.386821,9.297493,9.204238
48,-4.143434,6.361271,5.896779,-0.558634,5.559636,-0.701428,2.239680,7.522433,-4.660910,-3.180046,-1.203365,-4.050784,-2.582581,4.337738,0.585326,3.077367,-6.313192,-2.381826
49,7.525360,-1.974556,-9.158221,6.967353,-5.142266,9.454078,-1.704237,-6.133465,5.412186,9.312455,-0.021010,5.467332,8.156354,-9.818786,-6.633983,-5.210483,9.516516,0.465191
50,5.983750,0.189403,-7.498722,-0.239740,-8.225594,3.337641,-4.049765,-0.521544,1.539786,6.498042,4.037282,-8.144310,1.656326,-5.577811,-0.931658,-1.161910,9.439897,-5.009920
51,-1.987962,-3.358314,8.218375,5.494498,-0.823197,-7.410691,0.622331,1.711396,3.189662,-2.113641,-2.271376,1.599452,2.239371,-5.565121,-2.133742,-4.571999,8.420772,0.264287
52,-1.369253,4.985791,-8.544295,3.208178,7.790590,4.404648,5.111528,7.498963,-5.014144,6.253423,-2.077775,-4.872194,0.734976,1.630401,-1.437521,2.632155,-7.819695,6.693050
53,7.309882,-3.466986,4.584298,8.308625,7.674587,4.757347,7.318203,-7.027899,-6.039527,-0.313977,0.278041,4.280424,0.846411,1.266117,-0.244555,-2.145550,-2.774293,8.735778
54,2.003770,-6.440857,7.646081,4.100012,-2.292592,-6.052945,0.556560,2.882327,4.833812,0.253652,-2.334756,-5.174007,-1.020604,1.104819,2.463248,-0.866490,2.659157,-4.287023
55,-3.486052,-0.943638,-1.793426,3.122356,0.708232,7.950973,-3.495467,-0.454751,-7.983808,-3.526180,-1.012839,4.492388,-2.472074,3.618785,0.230813,2.506395,-3.565878,0.344435
56,7.587010,-4.264703,8.994896,5.061983,-0.710561,-9.155463,5.947745,1.100970,3.128168,1.575970,4.936721,7.243656,1.124927,3.771998,-1.442017,3.222845,-4.638665,-7.546500
57,-0.051680,-4.835971,-2.925053,-3.445872,2.588191,9.862536,-3.596711,3.907942,1.287152,4.320525,2.116463,7.011940,-0.723759,0.182791,7.625434,-1.823108,2.490401,2.161738
58,-6.718787,2.376967,5.804735,-1.291913,7.436561,-9.091585,-4.066152,4.585055,-5.770190,6.098305,-5.853781,-3.479002,5.078239,-3.987667,-7.985386,-5.870721,8.366757,6.219254
59,-4.644560,-2.637913,1.531377,-3.088138,-0.572652,-2.306077,-3.712651,-9.955015,8.418478,0.303652,7.002675,4.888400,4.086074,-9.422817,-5.081139,3.251671,-1.952863,5.215982
60,-9.129507,-8.626805,9.974411,-3.153060,-5.600033,5.180127,-5.011174,-9.233812,-6.270005,-4.374797,-9.998431,1.406657,-0.664805,-1.686332,-8.121251,8.998033,-9.626287,-4.167963
61,-9.982717,4.317278,7.709089,3.595217,1.035108,7.810140,-3.112399,-6.879606,-1.316308,5.473228,-3.365128,7.572915,5.576242,-8.510030,-6.197909,2.211649,-0.879812,-1.232794
62,0.600966,-8.875458,-4.374712,-2.617442,-6.832073,2.132432,-0.909117,5.125186,-0.810543,-9.367209,-8.864438,-0.758877,-3.798868,4.370532,-3.360461,4.744990,-3.864539,-8.437504
63,7.901547,-7.781717,-7.437458,5.357342,4.710614,-7.672292,-9.653973,-6.509731,1.158648,2.352377,-8.722235,8.822051,3.525546,-5.066306,-6.706859,6.100146,-5.702239,-6.840580
64,-9.236055,-0.115753,4.555555,-9.217905,-6.709127,8.024231,-2.204964,-4.717417,-7.457813,-9.952100,-3.136480,-2.821777,-6.349936,-1.520801,6.042531,3.827116,-0.801618,1.403571
65,-8.737326,-1.447936,6.069119,0.605364,-6.371959,6.276115,-3.152893,9.571360,1.712021,-9.250329,-9.555907,4.878689,-4.513845,7.348411,0.193046,-2.925970,3.321437,0.583459
66,1.520874,0.250585,-7.512303,-0.985515,-8.240262,5.765470,6.523312,-9.690917,-3.707071,-8.070611,3.290235,9.315767,0.777825,-2.014039,-3.602422,-1.617459,5.382068,-2.450676
67,9.713153,-7.902874,-7.412033,0.191519,7.602419,3.942238,1.748466,-8.004090,-6.361365,8.348604,-1.942500,3.167061,4.293515,-8.072229,-2.239598,1.315912,1.203013,-0.239868
68,-8.470304,-3.189766,7.977394,0.830379,-9.346141,9.511281,-9.613699,3.414842,-8.096269,-9.794625,7.537081,9.233437,-6.749265,4.592382,9.615302,9.257031,-9.696643,-9.164520
69,-6.135784,-1.628780,1.441578,2.765194,4.613369,5.899893,-0.322634,3.688118,-6.280572,6.847159,-0.309458,-5.187605,3.901310,-3.340916,-6.716899,5.185353,-7.497241,-2.736992
70,-3.587167,5.661589,7.941968,-2.524604,5.064732,-0.187850,-1.864863,8.912371,-4.147588,4.082515,8.674249,1.382616,3.060307,-2.138020,-0.917200,-4.229301,5.848399,1.887674
71,8.366286,5.508175,-4.612584,5.846863,1.597881,8.660880,-5.437695,6.918946,4.046738,7.241606,-0.156650,-5.854269,1.485839,-1.980306,2.246485,-0.404934,-1.605833,3.439767
72,7.410332,-5.337407,8.000995,8.188430,-1.106561,-5.119151,-7.120492,6.125823,-5.436062,-0.256967,-7.424923,6.341888,-0.680013,4.191716,0.234400,-6.937231,6.792495,6.950451
73,-3.661431,7.418931,6.399685,0.580925,-6.295418,8.613914,1.291366,-9.110830,7.793637,3.700332,-5.437605,4.608817,0.806799,-9.181020,8.145698,-3.099987,7.834977,4.268217
74,-4.606038,4.308776,0.616887,-7.442647,8.082187,9.266143,-2.078214,-9.184275,8.158536,-2.496731,3.516750,7.017940,1.311030,-2.824896,-5.637327,4.335923,-6.931279,5.822290
75,5.975585,-5.614974,-6.893270,-7.426962,-2.658047,-0.848541,-9.048822,6.259505,0.016598,-0.553579,-9.846786,-3.800082,-1.821978,3.597154,-4.729524,6.698462,-8.791157,-5.586158
76,-4.776147,-1.223935,5.656915,-7.297295,7.780017,2.317041,8.870961,-0.873125,-5.173669,-4.415825,1.366963,9.363992,0.124043,2.693387,-1.989855,-2.334358,2.512847,-1.364012
77,1.582901,-1.733921,2.412801,-9.772610,7.297999,-3.732813,-2.793213,5.450225,8.512514,-6.339276,2.649085,-7.822143,-4.020341,6.968868,-0.044185,-4.764114,3.211820,8.896008
78,-3.294970,3.043454,5.983876,6.249061,-1.802991,2.674139,9.074595,-5.924156,-3.262137,-0.322832,0.408063,1.355712,-0.545999,-3.142502,2.468570,3.889195,-4.271868,-0.409795
79,-7.540618,4.649762,-0.162065,8.327393,-5.472881,9.276416,-6.645721,-5.254623,5.928473,7.074843,-0.495478,7.759618,2.103506,0.263262,-1.106376,0.831552,-4.454430,8.877620
80,2.732339,5.203392,5.576927,-1.036723,0.862575,2.432426,-2.217465,-9.675169,9.553551,2.435791,-6.582095,-1.582253,0.415015,8.953517,-9.765606,-4.236300,3.753320,2.224537
81,-2.907605,1.725862,4.490484,4.903909,-5.421292,3.509192,5.421151,6.633936,-2.271326,-7.681072,7.169877,7.866677,-1.405775,8.450770,-1.240313,-2.947530,-2.855830,5.930608
82,-5.782795,3.782772,-7.793606,-3.689945,6.312456,5.815419,2.100006,-3.724344,6.972666,4.900902,0.670414,7.397810,3.855334,-9.898609,0.802823,7.640007,-8.643024,-2.397276
83,1.598431,-5.985157,1.767321,2.742520,6.355034,-6.424598,5.399141,7.105765,5.093480,-5.984415,-4.230094,7.242116,-3.878423,4.076276,8.851046,-2.442955,-2.319080,6.682517
84,-2.095716,3.940421,2.429300,4.843660,4.877505,4.415378,3.959340,-8.257887,-4.586682,-5.506709,9.088263,5.481885,2.833056,3.591361,-8.751786,-5.519130,8.547175,-7.782580
85,-1.941473,2.051105,5.053953,3.671147,7.578502,-6.511762,3.428464,-9.270901,3.378751,7.477542,9.954567,-9.007817,-0.291146,-6.031787,9.946290,2.561614,-2.837752,8.633928
86,8.360982,-9.632063,-2.021799,4.707348,5.295576,-1.351216,-0.733344,-3.438177,-3.124265,4.529415,5.961646,5.368584,5.659054,-4.543989,-8.972063,3.900851,-5.470821,-1.980632
87,-2.190092,9.137014,-8.483214,1.844226,7.173247,-3.658076,-4.015546,0.893816,-2.731395,5.463721,5.238217,8.791200,4.987498,-6.072397,-4.688432,4.521585,-4.419718,-3.405734
88,5.617951,1.612187,2.893397,3.293717,-4.228445,1.865648,3.478822,-6.944227,-2.256603,6.336098,-3.042284,4.066587,-0.495430,-3.988172,9.961019,0.297419,0.318416,3.955220
89,-3.634634,9.576051,-7.369570,-0.086290,0.623985,4.237002,0.227160,2.539192,-6.455986,-4.330869,-0.450448,9.538723,1.205562,0.470678,-6.297215,5.178464,-7.009715,-4.445132
90,-7.830658,-1.256203,-4.030428,-7.098705,-9.232787,9.198603,-3.759178,-0.308938,5.739283,-3.534218,-9.448699,7.654915,0.127602,-6.719301,4.346033,0.740930,0.643136,-1.289789
91,-6.017585,9.195476,0.974686,-0.375397,0.084255,3.592196,7.685282,-9.140552,5.462277,4.076852,-4.556003,3.794512,2.658182,-1.658964,-1.382419,0.004003,-5.743250,8.065744
92,-6.689318,6.344163,-3.400629,-0.546151,9.602906,3.356459,4.331570,-6.674253,2.929400,-7.419921,-4.378987,4.230882,-5.397024,9.575724,3.664766,0.915224,-4.247709,-3.071589
93,-7.421215,8.826239,1.919148,-2.699896,5.398854,7.922202,-4.081322,-0.614300,6.084908,-5.687607,-8.805614,-2.510749,-1.304570,6.799001,-9.024290,-0.453389,-2.132056,0.664525
94,-7.562513,-0.937195,-0.254423,-2.855906,9.758352,-0.832299,-2.832289,3.961005,-0.923751,1.634699,-0.344033,-6.969317,-1.283762,-6.874825,9.951590,8.026388,-8.761803,-9.147881
95,-5.181416,-2.540457,-6.576169,8.571276,5.363538,-1.417727,1.760923,3.217641,6.485870,-8.056467,6.468928,-8.133162,-4.474138,8.084191,1.405644,-3.524967,3.432463,3.246955
96,1.896480,6.177285,-9.779810,3.936543,1.191970,1.677436,7.797935,-1.616195,-6.074956,5.007601,0.150681,-7.780628,3.369761,-6.503383,-1.072084,-6.586040,9.737074,8.730817
97,-3.668534,-5.386522,1.615053,2.705227,0.654314,-8.663929,6.953579,7.531302,-0.786014,6.655933,-8.081212,3.149427,2.245901,-3.447165,-1.435800,0.449702,4.774759,-9.291361
98,-0.545024,1.632694,-3.869989,1.920849,4.225625,-7.158461,3.039128,4.444538,-5.207698,9.711197,8.363183,-2.483904,7.117565,-6.963702,-5.804483,-4.675665,9.295595,-2.926118
99,6.413937,-0.448685,-2.818000,7.956679,-2.084756,8.871364,-4.870611,0.461633,-2.929750,0.488390,5.124735,4.458687,-0.660424,-4.266748,6.320353,5.225194,-5.887832,-1.840415
100,-6.562217,-8.029891,-0.925867,4.860686,-9.246791,-2.289188,-3.196566,4.309615,-2.559283,-9.109683,-0.723156,-6.606870,-4.154326,8.919708,-0.414210,-5.588637,8.186623,-3.565118
101,-5.000251,1.044261,2.186087,0.927881,1.722887,-4.713765,8.897990,-6.375515,-3.149440,-1.247277,5.666009,4.493396,5.772243,-4.809358,-9.508358,-4.273938,2.220698,9.215470
102,-5.300599,3.560687,-0.175375,6.694924,-1.513312,-1.966478,3.043122,9.051509,-3.605914,8.680568,-8.959413,-2.551381,4.705985,-3.499488,-5.304458,0.337549,-3.523847,1.273025
103,7.961194,-6.062960,8.094529,7.089778,3.400053,8.134592,1.044227,-1.020414,-2.399909,0.855081,4.390527,-7.584089,-1.027253,0.998760,3.946890,2.616209,-3.811290,-7.771982
104,5.884217,-4.436938,8.752109,8.434445,-1.033130,2.144445,-7.051919,9.369415,-4.534936,9.710663,-2.368050,-7.192086,4.462247,-7.216649,0.337650,4.095348,-9.068311,3.449648
105,0.407929,-9.993403,2.024800,-7.078298,4.336492,-4.486824,1.454692,-9.175824,-3.505205,-0.509800,2.075017,-5.840776,-0.919950,0.106029,-0.713214,1.479607,-2.888330,7.033200
106,-4.880366,8.157088,0.245161,6.276749,4.651178,-4.120926,-6.656097,-7.389472,3.316993,-6.569353,-2.888322,9.267478,1.246487,-5.267430,-0.144194,-3.280220,8.571350,-6.384934
107,-7.685827,-6.731774,9.738055,3.107639,-0.892216,-3.714562,-8.325852,-4.819643,3.714680,-8.360129,0.375999,1.459297,-0.925900,2.549252,-4.507791,-6.983275,9.096504,7.390553
108,-2.568064,-6.901541,-7.045704,-0.364997,-4.717170,-8.912330,-6.457620,-6.196578,3.233588,-6.831369,-3.074689,-7.271486,-0.136286,-9.040496,0.141387,3.047562,-5.178726,7.933318
109,-0.727451,-2.016489,0.558239,5.164889,7.651462,8.482198,0.900543,3.547672,-4.176843,7.622737,-4.167000,-9.505542,-0.427123,1.245873,3.426759,-5.949031,6.786105,9.380818
110,-1.956073,-2.216992,8.605609,3.716088,6.782656,3.418680,5.790077,0.088405,5.242024,-7.142058,-9.833508,-7.367339,-4.103197,9.885678,-2.109259,1.357408,-5.188311,-6.078764
111,6.336983,-0.720272,-4.144830,1.391067,7.217378,2.681047,-3.558764,6.011455,4.738638,-0.134821,5.643223,8.587273,4.401374,-6.007289,-2.925092,-2.386685,4.785136,-1.196139
112,-7.783132,-7.901307,6.430778,-1.562203,-5.624422,-7.522485,-5.312269,6.868588,-8.219249,-5.334531,-5.757856,-4.949314,-5.299982,1.762426,7.142749,1.900973,-2.894348,1.379468
113,5.069751,-2.683710,-4.564897,-3.439437,-0.454771,-1.925787,-5.595080,-2.854184,0.897919,3.774352,-2.938813,-7.360673,1.877085,-0.723484,-7.489127,6.603564,-7.778742,-5.148327
114,-4.524243,7.264391,2.085800,3.012116,6.383270,2.152850,4.576700,4.169674,-2.185512,-9.051733,9.653454,-5.930281,-1.759951,3.165350,-2.399547,-4.315358,7.923203,0.059085
115,-2.352531,-4.324456,-1.181770,3.869889,8.164108,7.884947,4.722643,4.842655,2.989776,-1.860592,5.154804,-7.299545,-2.871142,4.747362,5.006162,-1.614960,1.054359,-0.710853
116,-5.876360,6.735410,8.040356,3.172694,8.086431,0.510294,7.734890,-7.526769,-3.827058,-3.757353,6.315972,-5.626858,-0.666694,-2.229608,0.762841,-2.749800,6.583488,-0.814281
117,-5.439098,3.993348,-9.453425,4.713898,-2.910687,-8.937848,7.410271,-7.256479,-0.756641,-6.864717,-8.099492,5.398287,-0.415857,2.039905,-5.906095,-5.091719,7.575106,1.207188
118,-0.973804,9.618804,-9.281337,3.852032,0.397304,-1.553309,9.121508,-4.067362,-6.081091,-0.050609,3.429504,-5.235148,-3.621993,2.055533,8.458286,-1.255780,4.188686,-3.076255
119,0.254363,8.812694,-3.754008,-5.519475,9.514705,6.275833,-4.597635,4.552567,3.210507,1.269317,-6.048892,8.010796,-0.153089,4.023255,-1.372091,-2.062059,-0.621891,5.960714
120,-9.245119,0.112504,2.893989,-7.591745,-8.968696,-7.188998,0.462354,-3.891064,-3.583847,0.304956,-0.414444,-8.277122,-1.499164,-7.521008,6.958766,-1.016050,4.287485,9.901817
121,-5.012889,8.865995,8.242604,3.014764,-2.083792,-1.382793,-3.041157,1.658896,-1.800474,6.515225,3.261755,-1.936096,4.026785,-5.374119,-5.070324,-0.138981,4.474839,-4.702142
122,-9.216572,9.103529,-5.634093,-9.591074,8.533639,-3.033438,0.044142,-5.323114,3.434532,6.332425,-9.288010,-7.448499,4.260843,-4.658187,-8.979874,-2.481526,6.887505,-2.440868
123,-3.021142,-8.916555,-7.844405,3.097672,5.235760,-0.178838,8.668468,2.595802,-7.522993,-2.937051,1.679501,4.475395,0.006626,5.622257,-5.704737,-4.619857,7.804416,-1.463360
124,1.449952,-0.550553,-7.849414,8.816243,5.851704,-9.838380,2.995187,1.784179,1.159053,4.910887,6.665079,-2.989106,2.754360,3.496237,-5.072340,1.528047,-7.829975,2.626898
125,9.082334,-5.484015,-3.246740,1.137857,8.330646,-8.570385,3.110336,6.984073,-1.233631,-8.769449,3.587615,5.018160,-5.563443,6.843225,8.037782,-6.039135,8.988991,2.458383
126,-9.244262,5.934221,5.371617,1.112370,-3.374635,-8.287670,-3.312127,-5.202991,0.245186,1.061200,-1.955031,-8.772155,-1.143982,-3.843435,5.923510,0.679061,4.844670,-9.866236
127,-0.027231,1.939850,-3.492127,2.248055,5.655958,8.884936,2.252255,-8.031205,-4.208766,-6.916625,4.776368,-7.134801,-2.406596,1.399390,3.309802,-7.135329,7.413938,8.070088
128,-5.693941,-8.600420,0.469946,5.084929,-2.507318,4.872508,1.233700,2.273931,0.240952,-5.890282,-6.837618,6.568794,2.642472,-9.471686,-1.863818,1.264471,-3.256174,4.906911
129,-0.189454,1.238681,8.642835,7.742558,2.023029,3.626111,2.352614,-7.406849,1.026614,8.906616,6.206847,-2.948151,5.983168,-2.629884,-7.480211,-4.917271,5.591047,5.028606
130,-6.896533,9.392120,1.273829,4.105505,7.019645,6.392142,-0.086873,4.637319,-1.214642,8.530213,-3.274826,6.038539,3.768232,5.544628,-8.959524,-1.838304,-3.670686,8.588332
131,3.458123,-9.140282,-8.341200,0.291132,-5.772634,8.442271,-8.440777,7.170087,4.658350,5.253212,-4.564848,1.427517,3.103046,-0.457967,-7.362285,1.225990,-0.238647,-4.013143
132,5.146249,3.467686,-3.935748,4.496210,4.831962,-7.539176,9.164626,2.251653,-9.995172,8.695261,1.807199,-8.873098,1.232100,1.197052,-1.253134,-1.753671,6.705836,-9.843938
133,-5.465474,-9.819837,0.408450,-6.552904,7.332089,6.430784,-0.730901,-8.004997,-6.320630,4.995818,-0.240334,6.341760,2.034587,-7.702199,4.381278,-1.640448,5.819736,2.798296
134,0.251431,6.517607,-7.905968,-8.626668,4.789912,1.095345,-7.545274,6.787172,0.227145,-5.587120,-6.453751,3.125400,0.086893,1.496093,-4.827567,-5.224527,4.570725,8.962379
135,-7.683572,7.334710,3.887243,4.077952,5.368200,-1.290016,-4.612844,-6.548642,-7.947300,-8.502212,1.189285,-4.932272,-1.842790,3.652224,-3.445310,3.514428,-7.080661,-3.426685
136,-9.633507,8.874631,6.852313,-9.679937,4.401322,-1.867014,2.141577,-2.978690,-8.232202,-3.544254,3.668713,4.925953,-0.271631,0.338075,-4.494082,6.926335,-9.434852,-0.738702
