nrep,I3ueta,I3us10,I3u1,I3deta,I3ds10,I3d1,I3seta,I3ss10,I3s1,I3Teta,I3Ts10,I3T1,I4eta,I4s10,I41,I5eta,I5s10,I51
1.100000000000000000e+01,-5.759228549244685524e+00,8.716709925723957753e+00,4.972016342485230389e+00,-3.864550986567683033e-01,-8.926280660192631444e+00,-7.698966731222006032e+00,-8.901289189814609593e-01,7.971403432741743345e+00,-2.539922016701672280e+00,7.406378800658672823e+00,-5.818511208353028152e+00,-7.199121482734980759e+00,-2.634160229096544903e+00,9.781900086422384177e+00,1.549337655072324793e-01,1.925470623819314220e-01,-9.082592372868742103e+00,8.990643095028115539e+00
1.200000000000000000e+01,-6.263549033054582438e+00,3.309893727848876033e+00,3.887209551865695722e+00,-3.469369178607337734e+00,3.351142427778486255e+00,3.277744298514482235e+00,-8.639402166275395700e+00,-7.750552422961973775e+00,8.886671541544721720e+00,-5.947736743191427422e+00,-5.548732986592346705e+00,6.975771756312711958e+00,-2.370980485137383909e+00,2.498834650957537651e+00,5.134579212801249071e-02,-3.402221459604977127e+00,5.261990373594045423e+00,-3.140956435431048188e+00
1.300000000000000000e+01,5.388816591819313828e+00,2.112495195214780797e+00,-2.336706902143397269e+00,4.849027619031494041e+00,-9.063780647639482879e+00,2.249127617640873655e+00,-3.605275339814546509e+00,-1.990563258746906872e+00,-6.450472339569950364e+00,-4.593052294523742418e+00,4.240046250069744005e+00,-7.763996071742385041e+00,-5.969386981317763130e+00,7.592461453332884247e+00,3.808927521038703023e+00,-3.566697146840833721e+00,8.611845758958875052e+00,3.503645953505305499e+00
1.400000000000000000e+01,2.577673009524117376e-01,4.290501774350414799e+00,5.482347378894532497e+00,-3.299040380683404550e-02,-8.332752837348087027e+00,6.615755100590363647e+00,9.644809885255320125e+00,5.837552359667936841e+00,-1.529478069961212050e+00,-9.647885601624661689e-03,-3.067232231527046160e+00,-2.915330274318381765e+00,5.667710481873933226e-01,-8.903329814235139139e-01,-5.336267350187416270e+00,-1.892169236735763427e-01,2.504770001298788351e+00,9.247300426698920717e+00
1.500000000000000000e+01,2.454244186887448720e+00,5.471104258639590157e+00,6.613218965450355924e+00,7.966820260781483753e+00,-5.898646452006097718e+00,5.653198066569697922e+00,-1.610877730581061762e+00,2.121799044788228450e+00,3.363131122293931963e+00,5.181251345781054951e+00,9.367523843084553548e+00,-3.770460981249430521e+00,1.049094171577311663e+00,-1.286369740631971847e+00,5.261919606711855657e+00,2.023260215850264387e+00,-7.359970067680341899e+00,8.653303204743563626e+00
1.600000000000000000e+01,-1.008189075345300445e+00,-2.341554366016558308e+00,2.788234284371919891e+00,-8.438409685580964492e+00,-4.078236173104210494e+00,-7.329175664776263588e+00,-6.493454942513512407e+00,-4.145046794927589318e+00,4.450535120324278893e+00,-2.136604100708259235e+00,3.400551970715877115e+00,-1.343953132094832803e+00,7.999036473724130403e-02,-4.404102011543226780e+00,-3.188871490201126147e+00,6.969549652566655595e+00,-6.962263274393594159e+00,6.245840848007199853e+00
1.700000000000000000e+01,9.588103215317415717e+00,5.390511277539619783e+00,3.004631245959399344e+00,-4.672497283393440171e+00,-1.627670537585335087e+00,-7.019296428554893552e+00,4.436497962760963532e+00,-1.107006263521634892e+00,-1.611320923602372890e+00,-3.570799616355202488e+00,2.269727558078540319e+00,-9.493236300010488016e-01,-2.270562247309562132e+00,6.754872248323618322e+00,1.090618343221112507e+00,1.149363681817896499e+00,-7.444847993264767538e+00,-3.138066785382243040e-01
1.800000000000000000e+01,1.492151220524993160e+00,-1.350019016883086120e+00,2.179211904274898082e+00,-4.598462952472863741e+00,-9.288548497902803902e+00,-4.521499577934711134e+00,7.125416758387100202e+00,6.634971539140592789e+00,-3.722302796330601016e+00,8.544107739163154136e+00,-7.525624474862246949e-01,-9.542809636663079687e+00,-7.226124497625496801e-01,-1.610600774611237185e-01,8.819662909219081470e+00,7.666838890661487049e-01,-5.114181967234716630e+00,3.973395183580603618e+00
1.900000000000000000e+01,7.703439252227058276e+00,9.086728059129445256e-01,-9.891251025631131455e+00,-9.000036404441246418e+00,9.671919456048915009e+00,5.461415924897727869e-01,-1.974591589526557556e+00,-8.801758862765966640e+00,-8.644537262628242402e+00,-6.530422981848249542e-01,-5.122933528885445398e+00,-1.615562152113860783e+00,-1.369367269495633810e+00,-9.381886578792972387e+00,4.723650185134388835e+00,8.963903755877801416e+00,8.299849098079015164e-01,-1.990932849536988236e+00
2.000000000000000000e+01,-9.147082920199663292e+00,7.800675956495338070e+00,-4.032932263257533734e+00,-3.698673992766747798e+00,6.348753725240186441e+00,-1.675184656136115002e+00,-7.672733325468749754e+00,2.651626867096601448e+00,-4.091496071130089618e+00,-7.450395730975001740e+00,3.344870649623385983e+00,-3.548652614812262129e+00,-3.297320076613847739e+00,-3.705335747359046472e+00,9.726497249058239092e+00,-3.139989561860940803e+00,8.519832867020136646e+00,-1.953291229213525160e+00
2.100000000000000000e+01,-2.267683420386334969e+00,6.393152392584195987e+00,6.425993895024504354e+00,9.999707059762554806e+00,1.341694282737919686e+00,3.594001680350378258e+00,5.854631209940053260e-01,-5.153538922418925416e+00,-5.884554254521185968e+00,6.889345514136651083e+00,-4.452730374448710116e+00,5.555423112534021435e+00,5.172406419333357874e+00,-8.467435728952321661e-01,-9.548912011248871679e+00,-1.136190278407656074e+00,8.527695595274642493e-01,-2.369121262872075917e+00
2.200000000000000000e+01,-8.584912841238592662e+00,-7.262042320746015633e+00,3.223991721291272761e+00,8.109268567628660662e+00,9.536997395586666926e+00,-9.478377997106029795e+00,-2.684582456284976271e+00,-4.242385242084109720e+00,1.511731000598395269e+00,4.327637197942739711e+00,-1.898137111060800297e+00,3.192327902721769917e+00,-2.731761589789871714e-01,4.658893417785769486e+00,1.917785059803267522e+00,-3.507683590742805002e+00,-9.117327841290889801e-01,2.128936649828006011e-01
2.300000000000000000e+01,-8.774289080366086679e+00,6.419929142984013737e+00,1.218512983040200837e+00,-9.020666871323971492e+00,8.914873094454581093e+00,3.550401782591647848e+00,2.884319214871369219e+00,-5.007774834020262134e-01,9.790079733418931340e+00,-2.501796086805636588e+00,-5.056253018149028833e+00,3.577181079764568672e+00,6.418494973605048948e-01,2.033309776134240021e+00,1.595397352031024951e-01,-2.768836681253472598e+00,-6.370915453989756116e+00,4.520797001084925881e+00
2.400000000000000000e+01,-1.262745917847039046e+00,-9.007723959069554809e+00,8.851434711587497617e+00,4.596776110844551511e+00,2.437953158055614633e+00,-3.498770646809805651e+00,8.408602275709560203e+00,-2.647938503452644809e+00,-7.276950570991811418e+00,-1.078148165952574900e-01,-2.701814410060738858e+00,-5.914139089943812877e+00,3.444131921269466545e-02,-4.189374180446985285e+00,-6.351577572496614366e+00,8.593576720323671481e+00,-2.217224628853926571e+00,8.080910144091451031e+00
2.500000000000000000e+01,-9.480840606827721118e+00,-5.074510200547850403e+00,-2.510486587230655875e+00,4.724988248176567041e+00,9.221117322066449518e+00,9.011248747554718719e+00,-9.768677158218450174e+00,-9.324793428864238010e+00,-6.144703376288564556e+00,3.996509449981724416e+00,4.467954180225632399e+00,-6.011926590515832558e+00,2.401441182668824226e+00,-4.924390566973584349e+00,-3.411994581847570540e+00,-1.685243580361570626e+00,7.320103352797262986e+00,1.114758103311452864e-01
2.600000000000000000e+01,-5.051312552013984103e+00,-7.870141836953905567e+00,1.237818217382264940e+00,8.737459405431867054e+00,-7.928025932449916269e+00,2.943187191591141172e+00,-7.615561532200610273e+00,-3.455825760531221480e+00,-4.622876040245424534e+00,6.711685679083534417e-01,1.460358022790497756e+00,-4.761943277630922289e+00,2.346671555983892432e-03,9.197565138121589712e+00,-9.403147080416831116e+00,-6.411532439901059810e+00,5.732779843948070386e+00,-1.649578003659422087e+00
2.700000000000000000e+01,1.634127820451083402e+00,-9.706802458486635032e+00,-6.934171289123760573e+00,-8.077834509451813361e+00,-2.993359325869413556e+00,-3.183857475949982696e+00,7.397539969860966735e+00,-4.549595707197480188e+00,-8.963699605501906476e+00,-8.941010988943954629e+00,7.330653880993434512e+00,-5.531415867287003962e-01,2.477531986953329657e-01,-7.074751499823880962e+00,-2.453961761693297383e+00,6.882279689297307712e+00,-5.111595414788232539e+00,6.524439526790894561e+00
2.800000000000000000e+01,2.622283811994985392e-01,1.519727910259578429e+00,-6.803527363366150382e+00,-9.613630737107053292e+00,9.355299204527955936e+00,8.885761270941818779e+00,1.691171566553211214e+00,8.668757661501180323e+00,-3.258708773025784655e+00,-2.401985308583729495e+00,7.243279422162247627e+00,3.430733986085812148e+00,2.462036438523462767e+00,2.658379879410444069e+00,-8.821208274269743299e+00,-9.122620590671215446e-01,-2.365208332434876048e+00,7.039933614450529120e+00
2.900000000000000000e+01,7.976163065945010011e+00,-6.655543102579477122e+00,4.490588919227949560e+00,-3.494739266263806599e+00,-7.627324422445116880e+00,-5.755334905264872347e+00,-8.481658151537869728e+00,-8.445747400823520934e+00,-9.563749559270938505e+00,1.146295807977424364e+00,3.923619224459067301e+00,5.674661439561150544e+00,5.274537503334357780e+00,-7.264118174216811497e+00,-2.340798394969247909e+00,-3.739083996696597190e+00,3.289406008661530656e+00,-4.551719768680523970e+00
3.000000000000000000e+01,7.373862831411130969e+00,2.594192810662336868e+00,-3.239414550010695226e+00,4.621377774418071738e+00,-7.456419477677855845e-01,-7.572314019136110019e+00,-7.279664973970585429e+00,-8.761235385475007575e+00,9.355994588898617792e+00,1.189046104640902879e+00,7.682440072368996731e+00,-8.952924516608259609e+00,-3.399946949696541765e-01,-4.590644349756067832e+00,-2.619516315279224461e+00,9.091979654260697430e+00,-2.877288859699542733e+00,3.548956921270285392e+00
3.100000000000000000e+01,2.619746511795912891e+00,-2.771715116553441494e+00,4.006843016166195426e+00,-1.266975438384208008e+00,-2.295247111112710403e+00,-5.783797411632713548e+00,-5.839207219632225332e-01,-5.779892910995281241e+00,5.188994377545210313e+00,5.585809642516386120e+00,9.388485165551864853e+00,6.783625315557100244e+00,1.712752794176677362e+00,2.096616327578448846e-01,7.747643957548604021e+00,-5.869132955202185364e+00,2.219970740710828228e+00,1.119549449068368840e+00
3.200000000000000000e+01,7.635783690527679468e+00,-8.181117825885708683e-01,-7.332241063195743536e-02,6.710846664450881960e+00,3.700954868818893129e+00,-3.447845083671852162e+00,5.041027829337423327e+00,-9.876957012122189461e-01,-2.716702852317274264e+00,8.454618557959857839e+00,-1.231003848822946889e+00,5.138284692299999179e-01,2.023811494377418807e+00,-1.679687581283124675e+00,6.062631463210021998e+00,1.517794476720195629e+00,-5.068868401190488981e+00,-7.171211238877244654e+00
3.300000000000000000e+01,-2.111409468376934662e+00,8.829144399447786284e+00,-9.253616105817341619e+00,-4.033320090618605747e+00,9.132130655524209217e+00,-5.527813742720899981e+00,-1.060050636074143515e+00,2.436635747402122742e+00,4.432530822411536064e+00,-5.999797054629554260e+00,6.388679010885256915e+00,1.300487351725518881e+00,-4.200883369239432064e+00,7.692730366902750916e+00,4.995445943977423475e+00,-3.851411642285298420e+00,2.301199604541019905e+00,-6.396648540192009236e+00
3.400000000000000000e+01,-6.418765289181904699e+00,-4.613536776336982115e+00,6.833170833926766718e+00,8.374434869385938285e-02,-9.979526250267980458e+00,9.256568264488363340e+00,2.540259051538189539e+00,-3.302042328095668999e+00,1.678009082286671116e+00,3.992930424344449669e+00,-1.704842832783461937e+00,-6.471217210528433128e+00,1.135352595605150228e+00,-2.059809386919768670e+00,2.980882902459407457e+00,-1.060071292185793546e-01,-3.027298653102865611e+00,-3.676001325467364023e+00
3.500000000000000000e+01,-1.775134640033380062e+00,-1.250486707612470383e+00,6.733325485397585908e+00,8.976506113757444894e+00,3.374252028068644993e+00,-4.895253677399193926e+00,6.614520123168934340e+00,5.289540939381196516e+00,-7.058500082778556006e+00,-1.960752788770578903e+00,9.503297550734227883e+00,-5.583427240295413263e+00,3.259203724383621381e+00,-2.263429765070570365e+00,-3.941070835861737454e+00,1.344332589447907456e+00,-3.397984366150041957e+00,-7.653328062607938520e+00
3.600000000000000000e+01,-9.117741080871441639e+00,4.774168874796000495e+00,3.486317229935016471e+00,-2.044029033369401116e+00,-7.043177473036072556e+00,-9.929499037570376885e+00,4.585271320398051742e+00,7.782943630718661687e+00,-9.499757859631190016e+00,5.702858657352347649e+00,5.460452128882209877e+00,-1.628391833454467807e-01,2.668194438045452532e+00,-1.986478104869502381e+00,5.836406355835634940e+00,-4.843802749204373370e+00,1.787137897976933676e+00,-9.826635192354730819e+00
3.700000000000000000e+01,-5.427187726200837226e+00,7.709941752862312647e+00,4.832935665631861610e+00,2.281036964874219031e+00,-5.649559981734286751e+00,-7.092222681943765039e+00,9.892107597318555712e-01,-3.947371162269486256e+00,7.652212740853762796e+00,-9.144475448462905831e+00,4.133735837706469241e+00,-9.533613922149882569e+00,3.004584854311431741e-02,1.740475875391447325e+00,-8.921129458807506296e+00,1.160921882501910751e+00,-3.317100571363005290e+00,-7.093906611277618346e+00
3.800000000000000000e+01,-9.219555535209138952e+00,-4.649343298659438517e+00,1.093316672714776949e+00,6.374536828848840209e+00,-1.600550489497691853e+00,9.143852694521346081e+00,4.347588567624072198e-02,-2.865804426825744322e+00,8.241400229794210830e+00,-1.025987940695947120e+00,7.276971939590859861e+00,6.002927903587682579e+00,-2.137779904830563460e+00,4.549452700090914625e+00,7.773893128700311017e+00,1.013700178338443614e+00,-8.715090670702762665e+00,5.894037552341235831e-01
3.900000000000000000e+01,1.303533683645348162e+00,-4.632220745526137051e+00,-3.483519271924897520e+00,8.559793340119579597e+00,-7.019421055250094632e+00,3.001537494040211751e+00,-6.592965941975929667e+00,-1.697059921071075728e-01,-6.036661903738680834e+00,9.559578332728273509e+00,5.267403067394194061e-01,9.340418267467743618e+00,5.091744600359138673e+00,-7.274283286125609038e+00,3.889512047982031095e+00,3.749574968138837949e+00,-9.342824503573627482e+00,-3.746129021019917182e-01
4.000000000000000000e+01,-4.979676721064585365e-01,-6.432879685587420404e+00,-5.235178716549208744e+00,6.292007225594343112e+00,1.703597983755551493e+00,-8.758952521447870510e+00,-9.049059789304155998e+00,-4.058755494637360073e+00,4.380035824943631084e+00,3.124309488945564706e+00,-2.756433585044153478e+00,3.848101120012747955e+00,-8.724114174919517239e-01,-5.849025486275952090e+00,9.730769301281492645e+00,8.677830338410464250e+00,-9.652566849030751683e+00,-1.463929544348478995e+00
4.100000000000000000e+01,-2.233555883270734732e+00,-9.820937221442243015e+00,-1.665148024564095941e+00,2.330848269711238707e-01,-6.693514174460013066e+00,3.276576749036417269e+00,-7.837406470431127481e+00,-7.229464479936762444e+00,5.269533485132007478e+00,-5.809527150646067284e+00,2.620519651001977923e+00,-3.323128593898541094e+00,1.267670070140647365e+00,-4.596818551089585370e+00,-1.173910447990258454e+00,3.795626340977653612e+00,-5.873101195253425111e+00,-8.156424502260641418e+00
4.200000000000000000e+01,3.151623744655718262e-01,9.356089775646399431e+00,-7.156372824529233512e+00,3.506233931062441300e+00,8.378834140667077435e+00,-8.331914274682223009e+00,9.291818749685187839e+00,5.712664041373676227e+00,-6.163775678238685884e+00,4.553361128432474203e+00,-5.373208481732943298e+00,-5.608208395133487123e+00,8.415118832768264667e-01,-4.790608516469063716e+00,-4.176274406542470174e+00,9.907662169934587482e+00,-7.543264469267400685e+00,8.720834683212491001e+00
4.300000000000000000e+01,-1.929943800290205846e+00,-4.052234697697629784e+00,2.917443543472215683e+00,4.894671049835341847e-01,4.716085196707631155e+00,2.319418303702929229e+00,-2.151892883742223539e-01,3.078480526602951350e+00,4.850502844016788551e+00,3.100395685851624616e+00,-6.254998488042929239e+00,5.043165430650331515e-01,-1.689931339008787781e+00,5.954509354685546541e+00,8.293350721517489532e-02,2.501745826296473130e+00,-6.674470551428490772e+00,-4.852170880116462470e+00
4.400000000000000000e+01,8.849063041072511737e+00,-4.802862201720659030e+00,8.366562074229374701e+00,-6.085787543229450591e+00,3.694681579618357414e+00,6.238215614843712231e+00,9.508612333577261211e+00,-5.557747754686788610e+00,-2.281363692721960490e-01,2.055646911633475238e+00,8.403187796868936132e+00,-8.547404783324395794e+00,5.959656095020793742e+00,-6.644983178091412590e+00,-5.793086344617515593e+00,-5.749140440109345995e-01,1.781152142729143240e+00,-9.323101507641389674e+00
4.500000000000000000e+01,-7.050315642549036532e+00,-3.139761430836365275e+00,5.069943132214183024e+00,-1.777973309219273990e+00,7.062975643154249639e+00,3.122648657056157351e+00,1.949218127005156731e+00,1.448850350745123361e+00,7.955102983664536609e+00,-3.875206946356517523e+00,-6.498482818326412058e-01,2.750630495163759459e+00,-1.835073940496267930e-01,-8.612756039720892431e-01,-4.794936439635955061e+00,7.819090304371878020e+00,-8.713254354531416723e+00,-1.970967135302270634e+00
4.600000000000000000e+01,9.981742691165608861e+00,-9.667458517662335993e+00,6.766923355310263233e+00,-7.945929731020275888e+00,1.731861524034039590e-01,-6.086002939454151495e+00,-1.532654173187930624e+00,-9.790395163575979609e+00,4.420401039321919967e+00,3.106196537234660049e+00,9.775649758380566823e-01,-6.274542935897828855e+00,-9.440615055003709344e-01,6.369869014152220288e+00,6.551611203193363764e-02,5.769052227850801629e-01,-6.019675898719272666e+00,-9.716611664532292636e+00
4.700000000000000000e+01,-2.343607297982539528e+00,7.296711796103265257e+00,-5.785371306237426126e+00,-2.108426355927641715e+00,6.149438682099887643e+00,-5.443159619797157234e+00,4.443704087308677941e+00,3.665024139262909042e+00,8.632092896954894456e+00,2.464851024998337969e-01,9.253333559051868384e-01,1.224226786105944154e+00,4.696149355952305982e-02,1.380218184857571195e+00,-5.714865267808164617e+00,3.219003671378002363e+00,5.898889909616400473e-02,3.949370018304378949e+00
4.800000000000000000e+01,-2.599259363810013657e+00,-2.198933733328245488e+00,-6.993632893244276616e+00,7.430390607068540376e+00,8.209505126537242070e-01,-3.179844709500034838e+00,9.154308181962713675e+00,9.179294546564024770e+00,-1.367671168371353829e-01,-7.626778473546806936e+00,4.899258442138549441e+00,-4.016069759146311924e+00,-9.990671188832900285e-01,-8.546802642007421014e+00,3.669603626076298752e+00,7.828860612753287818e+00,-2.327847296492273621e+00,-5.704540635315651365e+00
4.900000000000000000e+01,-8.109204249510993279e+00,4.402308394191043917e+00,-8.791112071758384161e+00,6.883432089843153356e+00,-7.699769494582695550e+00,6.232338033898545682e+00,-9.039736767174622045e-02,-2.551583479547074873e+00,7.877070390400088939e+00,6.162083411165131253e-01,-6.244276137043993202e+00,-6.185461163453636502e+00,-4.250983469083600141e+00,7.701614187422594071e+00,7.681295380294450581e+00,-1.651647179462700787e+00,-4.855285296948372853e+00,-3.122255532612787654e+00
5.000000000000000000e+01,-5.411150217050630928e-02,4.198800506822362166e+00,2.921715231190531448e+00,-9.727252430993150512e+00,-8.669773138581181371e+00,2.126682332843292667e+00,2.138002723336807076e+00,-4.444653115898344886e-01,-7.564516044657310090e-01,-8.255484857777226182e+00,6.646582848665549825e+00,-9.828348379356988573e+00,-1.178767622236951418e+00,5.460939239853748184e+00,-8.331291449744016475e+00,-2.088661986903579404e+00,-2.898882133297544517e+00,4.042187366873479348e+00
5.100000000000000000e+01,8.633658472327049083e+00,-5.895464626448938539e+00,5.041108823644280257e+00,-3.037427674358328389e+00,3.266920120965721708e+00,-5.861595292105025834e+00,-9.740058911356188176e+00,-9.538865530716671870e+00,7.501049626514559421e+00,9.891874067963533079e+00,-3.546828313242755826e-01,-7.100642222072952592e+00,5.630759149475514924e+00,-4.301710331542532018e+00,-8.763893836103571644e+00,4.819570927954934803e+00,-8.096917532641157322e+00,-2.953537420098037991e+00
5.200000000000000000e+01,-6.510375760841369264e-01,-1.671449867992931271e+00,7.219077011932661492e+00,-7.529237437283473611e+00,8.561309932139714363e+00,-3.489830707969556745e+00,-7.005483306786923769e+00,-2.221433421896468197e-01,4.770924714891828344e+00,-6.068744579368683389e+00,7.761678571779007108e-01,4.193243868494118232e+00,-8.917844030565236224e-01,1.808737734875756065e+00,-3.593348608866626659e+00,5.398112354229505527e+00,-9.937914357569122004e+00,3.319721974325970937e+00
5.300000000000000000e+01,9.335155361790782536e+00,8.819352097039725891e+00,-9.280363560351517549e+00,-2.450232778806455958e+00,-4.403694213972753069e+00,-4.347617936495371538e+00,6.628835061595341749e+00,1.501481451598352113e+00,-8.733644510103818703e+00,-4.770757913077336987e+00,1.932431547943607164e+00,-8.412625463736645770e+00,-3.255659277138154284e+00,-4.614927061174885381e+00,4.868497803247602285e+00,2.271867113518781789e+00,7.838566157850552329e+00,1.006026760112737062e+00
5.400000000000000000e+01,-5.902608656393617537e+00,-2.676825078092959220e+00,5.467157302140255304e+00,4.090233500586510473e+00,-7.353510294402251901e+00,-7.421686449010360676e+00,-3.401800886006232094e+00,-7.704156485003712973e+00,-3.115993842747244447e+00,-9.118799140488118127e+00,-4.787339930317575210e+00,-9.350011834023421287e+00,-5.147362924315823207e+00,-8.020470578185015853e+00,7.376593307210807637e+00,5.211069718397391526e+00,3.706164233283533171e+00,8.364336975046803957e+00
5.500000000000000000e+01,-8.482781077891239363e+00,-7.578072063262597524e-01,3.429637478372111747e+00,7.177640917577063462e+00,-1.897824766840456867e+00,-1.159007357041339503e+00,4.077594931189638672e+00,-5.622446164195227247e+00,5.522649172013787577e+00,-3.416359553728636200e+00,-3.665917102992293231e+00,5.782706721705494601e+00,-1.908845404622714348e+00,6.447138551308162491e+00,7.613074176996170728e-01,-7.387273476921563109e+00,8.615989986556629177e+00,-8.310338471618292644e+00
5.600000000000000000e+01,5.390610597315363961e+00,-3.128618323919751809e-01,-7.868503295432169864e+00,-8.863838935398565155e+00,-7.643520175125346761e+00,-2.052514455067886434e+00,-4.909389288913896365e+00,6.205798284750336791e+00,-7.710950558447430936e+00,-3.980396992438199888e+00,1.701463898675286135e+00,-9.335231812715660382e+00,9.729216020729447578e-01,5.592396398556442882e-01,-9.815818912964594745e+00,3.745694378966082372e+00,-5.520451429549842359e+00,-1.900656676344421037e+00
5.700000000000000000e+01,-4.667367801627523960e+00,4.276977868434421737e+00,5.698939798595972661e+00,7.619797429865369232e+00,2.295724914780228332e+00,-3.554173090677432700e+00,-5.236269250386844654e+00,6.254602157699449272e+00,-1.783887734926508095e+00,5.448469059900348910e+00,-7.116797882495841776e+00,9.954337958136472153e-01,3.907627720341388944e-01,6.156310751048845731e+00,1.186539089198024310e+00,-6.388251107698725839e+00,2.901906221690633281e+00,-5.435913284684856350e+00
5.800000000000000000e+01,4.957886093228973223e+00,-1.072095592922110985e+00,3.442759639292460871e+00,-3.919668035462953171e-02,-3.025017118403823257e+00,-5.510097558855006739e+00,-3.869861251694541870e+00,-1.250218159618965430e-01,-5.933106173694446817e+00,4.419839793221703061e+00,9.202333530016652219e+00,-7.617505176660522181e+00,3.300643660064197515e+00,-5.536999875600036702e+00,-3.180467479997659552e+00,5.740663280605263097e+00,-5.213207112402948873e+00,1.238773547155245236e+00
